config,task,R@1,Hit@1,R@3,Hit@3,R@5,Hit@5,R@10,Hit@10,MRR@10,nDCG@10,P@5,n
faiss+bm25+kg[rrf_k=20],macro,0.4767011633454439,0.4871178300121105,0.5800587636243533,0.5887953227641382,0.6140230604792837,0.6211184905868105,0.6369986476567947,0.6450276799148592,0.5439972893427865,0.5634927664527849,0.1270462787625234,1810
faiss+bm25+kg[rrf_k=100],bns_qa,0.355,0.355,0.4966666666666666,0.4966666666666666,0.5633333333333334,0.5633333333333334,0.6266666666666667,0.6266666666666667,0.4415509259259259,0.4861100801937917,0.1126666666666666,600
faiss+bm25+kg[rrf_k=100],const_qa,0.700268817204301,0.7419354838709677,0.8360215053763441,0.8709677419354839,0.8884408602150538,0.9193548387096774,0.9126344086021506,0.935483870967742,0.8133960573476703,0.8244614659442842,0.1935483870967742,124
faiss+bm25+kg[rrf_k=100],ipc_facts,0.0,0.0,0.0,0.0,0.0025,0.004,0.0087333333333333,0.018,0.002629365079365,0.0036061700627062,0.0008,500
faiss+bm25+kg[rrf_k=100],sc_case,0.8225255972696246,0.8225255972696246,0.9709897610921502,0.9709897610921502,0.984641638225256,0.984641638225256,0.9982935153583616,0.9982935153583616,0.8982765859472345,0.923517470715464,0.1969283276450512,586
faiss+bm25+kg[rrf_k=100],macro,0.4694486036184814,0.4798652702851481,0.5759194832837903,0.5846560424235752,0.6097289579434108,0.6178324525670666,0.6365819809901281,0.6446110132481926,0.5389632335750489,0.5594237967290614,0.125985845352123,1810
faiss+rerank,bns_qa,0.365,0.365,0.465,0.465,0.51,0.51,0.5433333333333333,0.5433333333333333,0.4244153439153439,0.4533180823024709,0.102,600
faiss+rerank,const_qa,0.7190860215053764,0.7741935483870968,0.8481182795698925,0.8870967741935484,0.8561827956989247,0.8951612903225806,0.8602150537634409,0.8951612903225806,0.8299731182795699,0.8178790088638239,0.1854838709677419,124
faiss+rerank,ipc_facts,0.0,0.0,0.0,0.0,0.0,0.0,0.0006666666666666,0.002,0.0003333333333333,0.0003343209099324,0.0,500
faiss+rerank,sc_case,0.8668941979522184,0.8668941979522184,0.9419795221843004,0.9419795221843004,0.9641638225255972,0.9641638225255972,0.9761092150170648,0.9761092150170648,0.9079879733463352,0.9248364010887664,0.1928327645051194,586
faiss+rerank,macro,0.4877450548643987,0.5015219365848288,0.5637744504385482,0.5735190740944622,0.5825866545561305,0.5923312782120445,0.5950810671951264,0.6041509596682447,0.5406774422186456,0.5490919532912485,0.1200791588682153,1810
bm25+rerank,bns_qa,0.365,0.365,0.49,0.49,0.5366666666666666,0.5366666666666666,0.56,0.56,0.4337724867724867,0.464714207454023,0.1073333333333333,600
bm25+rerank,const_qa,0.7432795698924731,0.7983870967741935,0.8602150537634409,0.8951612903225806,0.8682795698924731,0.9032258064516128,0.8763440860215054,0.9112903225806452,0.8485983102918587,0.8366241820845097,0.1887096774193548,124
bm25+rerank,ipc_facts,0.0,0.0,0.0005,0.002,0.0005,0.002,0.0055,0.01,0.0017333333333333,0.0022485664449806,0.0004,500
bm25+rerank,sc_case,0.8839590443686007,0.8839590443686007,0.9488054607508531,0.9488054607508531,0.9761092150170648,0.9761092150170648,0.9880546075085324,0.9880546075085324,0.9223143182187552,0.9384658197946552,0.1952218430034129,586
bm25+rerank,macro,0.4980596535652685,0.5118365352856986,0.5748801286285735,0.5839916877683585,0.5953888628940511,0.6045004220338361,0.6074746733825095,0.6173362325222944,0.5516046121541085,0.5605131939445421,0.1229162134390252,1810
faiss+bm25+rerank,bns_qa,0.4033333333333333,0.4033333333333333,0.5383333333333333,0.5383333333333333,0.6016666666666667,0.6016666666666667,0.6466666666666666,0.6466666666666666,0.4846044973544973,0.5239196721214793,0.1203333333333333,600
faiss+bm25+rerank,const_qa,0.7513440860215054,0.8064516129032258,0.8884408602150538,0.9274193548387096,0.8965053763440861,0.935483870967742,0.9005376344086022,0.935483870967742,0.8662634408602151,0.8554980531671309,0.1935483870967742,124
faiss+bm25+rerank,ipc_facts,0.0,0.0,0.0,0.0,0.0,0.0,0.0044,0.008,0.0009579365079365,0.0015937561654021,0.0,500
faiss+bm25+rerank,sc_case,0.8856655290102389,0.8856655290102389,0.9505119453924916,0.9505119453924916,0.9709897610921502,0.9709897610921502,0.9897610921501706,0.9897610921501706,0.9227477111436156,0.9391246458572372,0.19419795221843,586
faiss+bm25+rerank,macro,0.5100857370912695,0.5238626188116995,0.5943215347352196,0.6040661583911336,0.6172904510257258,0.6270350746816397,0.6353413483063599,0.6449779074461448,0.568643396466566,0.5800340318278124,0.1270199181621344,1810
faiss+bm25+kg+rerank,bns_qa,0.4166666666666667,0.4166666666666667,0.5616666666666666,0.5616666666666666,0.625,0.625,0.6633333333333333,0.6633333333333333,0.5001673280423281,0.5399062968641073,0.125,600
faiss+bm25+kg+rerank,const_qa,0.7513440860215054,0.8064516129032258,0.8884408602150538,0.9274193548387096,0.8965053763440861,0.935483870967742,0.9032258064516128,0.935483870967742,0.8662634408602151,0.8566373029482585,0.1935483870967742,124
faiss+bm25+kg+rerank,ipc_facts,0.0,0.0,0.001,0.002,0.002,0.004,0.0100666666666666,0.018,0.0031079365079365,0.0041110378201566,0.0008,500
faiss+bm25+kg+rerank,sc_case,0.8924914675767918,0.8924914675767918,0.9505119453924916,0.9505119453924916,0.9761092150170648,0.9761092150170648,0.9914675767918087,0.9914675767918087,0.9275014897881791,0.9431408450141596,0.1952218430034129,586
faiss+bm25+kg+rerank,macro,0.5151255550662409,0.528902436786671,0.600404868068553,0.610399491724467,0.6249036478402877,0.6351482714962017,0.6420233458108554,0.652071195273221,0.5742600487996647,0.5859488706616705,0.1286425575250468,1810
routed: dense (narrative) | faiss+bm25+kg+rerank (question),bns_qa,0.4166666666666667,0.4166666666666667,0.5616666666666666,0.5616666666666666,0.625,0.625,0.6633333333333333,0.6633333333333333,0.5001673280423281,0.5399062968641073,0.125,600
routed: dense (narrative) | faiss+bm25+kg+rerank (question),const_qa,0.7513440860215054,0.8064516129032258,0.8884408602150538,0.9274193548387096,0.8965053763440861,0.9354838709677419,0.9032258064516129,0.9354838709677419,0.8662634408602151,0.8566373029482585,0.1935483870967742,124
routed: dense (narrative) | faiss+bm25+kg+rerank (question),ipc_facts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500
routed: dense (narrative) | faiss+bm25+kg+rerank (question),sc_case,0.8924914675767918,0.8924914675767918,0.9505119453924915,0.9505119453924915,0.9761092150170648,0.9761092150170648,0.9914675767918089,0.9914675767918089,0.9275014897881793,0.9431408450141596,0.19522184300341297,586
routed: dense (narrative) | faiss+bm25+kg+rerank (question),macro,0.5151255550662409,0.528902436786671,0.600154868068553,0.6098994917244669,0.6244036478402877,0.6341482714962017,0.6395066791441888,0.647571195273221,0.5734830646726806,0.5849211112066314,0.1284425575250468,1810
